age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
49;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;1390;9;153;14;nonexistent;-1.784;93.912;-40.576;2.234;5082;no
68;technician;married;basic.9y;no;yes;no;telephone;may;tue;1248;11;98;16;nonexistent;-1.543;93.707;-37.277;1.977;5061;no
52;admin.;divorced;professional.course;no;yes;yes;cellular;dec;mon;2273;5;174;6;failure;-0.87;93.602;-40.216;3.077;5114;yes
50;admin.;single;basic.6y;no;yes;no;telephone;jan;thu;998;11;129;10;nonexistent;-1.293;93.873;-36.058;2.661;5067;no
54;admin.;single;basic.6y;no;yes;no;cellular;jul;thu;1141;6;78;5;nonexistent;-1.23;92.754;-41.791;3.426;5130;no
43;technician;single;professional.course;no;yes;no;cellular;may;wed;580;9;160;7;success;-1.362;93.401;-39.896;3.366;5069;no
61;housemaid;single;university.degree;no;yes;no;cellular;aug;fri;1462;8;189;10;failure;-1.49;93.593;-40.374;2.641;5159;no
41;unemployed;divorced;basic.4y;no;yes;no;cellular;jun;fri;977;11;157;9;failure;-0.859;93.848;-39.761;2.754;5098;no
39;services;married;high.school;no;yes;no;cellular;may;fri;597;10;48;7;failure;-0.546;93.406;-39.636;3.97;5091;no
72;retired;married;high.school;no;yes;no;cellular;jun;tue;1525;6;120;9;nonexistent;-1.064;93.128;-42.431;2.401;5134;no
47;services;single;high.school;no;yes;no;telephone;may;tue;1108;9;83;12;success;-1.166;93.451;-40.573;2.753;5124;no
40;management;married;university.degree;no;yes;no;cellular;dec;fri;695;9;94;7;failure;-1.506;93.662;-38.821;3.301;5078;no
57;services;married;high.school;no;yes;no;telephone;aug;thu;1010;9;23;14;nonexistent;-2.133;93.859;-36.562;2.158;5049;no
58;services;married;high.school;no;yes;no;cellular;may;tue;1568;8;69;10;nonexistent;-1.643;93.957;-38.529;2.666;5106;no
66;unemployed;married;university.degree;no;no;no;cellular;jun;tue;1517;4;120;5;nonexistent;-0.961;92.886;-42.637;2.93;5123;no
59;unemployed;married;basic.4y;no;yes;no;telephone;jun;fri;995;9;99;13;nonexistent;-0.958;93.356;-37.186;3.362;5133;no
58;admin.;married;basic.4y;no;yes;no;telephone;apr;mon;1001;9;181;11;nonexistent;-1.518;93.742;-38.561;2.467;5031;no
61;technician;married;high.school;no;yes;yes;cellular;jun;fri;1741;7;71;5;nonexistent;-1.114;93.795;-45.209;1.572;5035;no
33;blue-collar;single;basic.9y;no;yes;no;cellular;may;thu;1112;9;128;9;failure;-2.092;94.21;-43.529;2.389;5065;no
52;unemployed;single;basic.4y;no;yes;no;cellular;may;thu;1165;8;87;7;nonexistent;-1.814;93.749;-42.303;2.538;5081;no
64;admin.;single;basic.9y;no;yes;no;telephone;may;tue;1140;9;108;11;failure;-0.764;93.315;-39.626;2.73;5115;no
45;blue-collar;single;high.school;no;yes;no;cellular;oct;wed;846;8;154;9;nonexistent;-1.949;93.804;-39.657;2.658;5047;no
58;blue-collar;married;university.degree;no;yes;no;telephone;sep;thu;1437;8;71;10;nonexistent;-1.473;93.208;-38.6;3.241;5192;no
39;admin.;married;basic.4y;no;yes;no;telephone;may;wed;1273;10;21;10;nonexistent;-1.439;93.997;-40.034;2.774;5113;no
55;unemployed;married;high.school;no;yes;yes;cellular;may;wed;1672;6;127;8;nonexistent;-1.022;93.927;-37.47;3.2;5093;no
50;services;divorced;basic.9y;no;yes;no;telephone;jun;wed;1186;8;60;15;nonexistent;-2.841;94.145;-38.213;1.996;5063;no
58;services;married;high.school;no;yes;no;cellular;aug;mon;1211;9;55;10;nonexistent;-0.695;93.83;-35.567;3.602;5100;no
37;blue-collar;single;high.school;no;yes;no;cellular;may;fri;745;9;125;8;nonexistent;-0.456;93.36;-43.221;3.33;5131;no
64;technician;married;university.degree;no;yes;no;telephone;jun;fri;1172;8;107;12;nonexistent;-0.639;93.297;-37.77;3.365;5137;no
54;services;divorced;basic.4y;no;yes;yes;cellular;may;tue;1614;8;111;9;nonexistent;-1.048;93.77;-40.116;2.801;5125;no
49;admin.;married;high.school;no;yes;no;telephone;may;fri;1251;10;68;13;nonexistent;-1.683;93.842;-38.921;2.274;5095;no
56;retired;single;basic.6y;no;yes;no;telephone;aug;thu;1012;8;88;12;success;-1.906;93.817;-37.49;2.421;5065;no
60;admin.;married;high.school;no;yes;no;telephone;jun;wed;1294;8;95;11;nonexistent;-0.834;92.935;-38.981;3.283;5162;no
71;technician;married;university.degree;no;yes;no;cellular;jun;tue;1594;5;12;9;nonexistent;-1.073;92.515;-37.311;2.685;5057;yes
46;technician;married;university.degree;no;yes;no;telephone;aug;tue;1900;10;108;12;failure;-1.779;93.856;-42.468;2.734;5098;yes
52;blue-collar;divorced;basic.9y;no;yes;no;telephone;aug;wed;1928;9;136;11;nonexistent;-2.049;93.564;-37.868;2.904;5098;yes
66;retired;married;professional.course;no;yes;no;cellular;may;tue;1275;9;17;8;nonexistent;-1.681;93.491;-41.814;2.351;5117;no
49;technician;divorced;basic.9y;no;yes;no;cellular;jun;wed;767;9;43;8;failure;-0.38;93.153;-37.756;3.646;5108;no
53;blue-collar;single;basic.4y;no;yes;no;cellular;aug;tue;1027;9;9;10;nonexistent;-1.376;93.397;-38.335;3.041;5108;no
67;blue-collar;single;university.degree;no;yes;yes;cellular;jun;thu;1625;7;17;7;nonexistent;-0.677;93.668;-39.972;2.924;5105;no
63;technician;married;basic.4y;no;yes;no;cellular;jul;wed;1543;6;144;6;nonexistent;-1.69;93.027;-49.038;1.742;5137;no
58;blue-collar;married;basic.4y;no;yes;no;telephone;may;fri;1105;10;51;12;success;-1.635;93.812;-38.092;2.015;5065;no
42;unemployed;married;basic.9y;no;yes;no;cellular;may;mon;1125;8;35;8;nonexistent;-0.956;93.576;-44.469;2.777;5081;no
66;admin.;divorced;basic.9y;no;yes;no;telephone;may;mon;1843;6;52;13;nonexistent;-0.783;93.326;-39.347;2.636;5088;yes
42;admin.;divorced;basic.4y;no;yes;no;telephone;jun;wed;1047;8;77;13;nonexistent;-2.181;93.878;-35.231;3.056;5134;no
46;services;single;professional.course;no;yes;no;telephone;jun;mon;1085;10;12;11;nonexistent;-0.71;93.463;-44.445;2.823;5073;no
52;housemaid;married;high.school;no;yes;no;telephone;apr;wed;1158;11;115;10;nonexistent;-0.957;93.8;-41.832;2.245;5045;no
61;housemaid;married;high.school;no;yes;yes;telephone;jun;mon;1673;8;94;11;failure;-1.319;93.534;-39.432;2.515;5141;no
64;unemployed;divorced;basic.9y;no;no;yes;cellular;jul;wed;1681;5;195;8;nonexistent;-1.146;93.285;-42.733;2.529;5113;no
53;technician;married;high.school;no;yes;no;telephone;jul;wed;1110;10;197;13;nonexistent;-0.696;93.438;-38.89;2.947;5126;no
42;technician;single;professional.course;no;yes;no;cellular;jun;wed;743;9;120;8;nonexistent;-0.404;93.191;-39.458;3.733;5133;no
66;blue-collar;married;university.degree;no;yes;no;telephone;aug;tue;1568;9;141;11;nonexistent;-1.334;93.83;-38.246;2.638;5124;no
44;management;married;university.degree;no;yes;no;cellular;aug;thu;598;9;13;7;nonexistent;-0.914;93.521;-41.944;3.099;5059;no
56;blue-collar;single;high.school;no;yes;no;telephone;jun;fri;1286;9;156;11;nonexistent;-1.923;94.153;-35.106;2.427;5056;no
62;unemployed;married;university.degree;no;yes;no;telephone;may;tue;737;10;121;10;failure;-0.63;93.392;-36.768;3.137;5048;no
51;admin.;married;basic.9y;no;yes;no;cellular;mar;thu;1400;7;47;5;nonexistent;-1.226;93.72;-40.814;2.943;5072;no
56;unemployed;divorced;basic.4y;no;no;yes;cellular;jul;tue;1661;5;172;9;nonexistent;-2.021;93.097;-40.522;2.715;5168;no
61;technician;single;professional.course;no;yes;no;cellular;jul;wed;1553;7;191;9;nonexistent;-1.398;93.462;-39.781;2.745;5138;no
63;admin.;single;basic.6y;no;yes;no;cellular;aug;tue;1498;7;197;8;failure;-1.526;93.582;-40.658;2.621;5131;no
57;blue-collar;single;basic.4y;no;yes;no;telephone;jul;thu;680;10;148;10;nonexistent;-0.438;93.221;-39.146;3.266;5067;no
67;blue-collar;married;university.degree;no;yes;no;cellular;jun;mon;1750;8;92;10;nonexistent;-1.386;93.424;-40.623;2.604;5130;yes
60;services;married;professional.course;no;yes;no;cellular;mar;wed;1428;8;36;9;nonexistent;-1.514;93.395;-41.399;2.73;5149;no
56;blue-collar;married;basic.4y;no;no;yes;cellular;jul;fri;1714;5;45;9;failure;-1.269;93.398;-40.668;2.999;5158;no
63;admin.;married;professional.course;no;yes;no;telephone;aug;thu;1140;11;125;13;nonexistent;-0.049;92.557;-36.824;3.413;5149;yes
54;housemaid;married;professional.course;no;no;no;cellular;jun;fri;1329;3;112;4;nonexistent;-1.362;93.196;-41.595;3.296;5110;no
44;retired;single;university.degree;no;yes;no;cellular;sep;wed;662;11;125;8;failure;-0.642;93.485;-39.222;3.421;5093;no
44;technician;married;high.school;no;yes;no;telephone;jul;mon;993;8;82;10;nonexistent;-0.896;93.413;-42.449;3.059;5118;no
50;unemployed;single;professional.course;no;yes;no;telephone;jul;tue;888;9;185;11;nonexistent;-1.146;93.439;-39.138;2.915;5084;no
62;technician;married;professional.course;no;yes;no;telephone;may;mon;1279;10;87;11;failure;-1.275;93.696;-38.649;2.8;5131;no
48;admin.;married;high.school;no;yes;no;telephone;jul;wed;1263;10;91;11;nonexistent;-1.709;93.923;-37.387;2.69;5055;no
63;blue-collar;married;high.school;no;yes;yes;cellular;may;thu;2049;7;130;7;nonexistent;-1.907;94.376;-41.978;1.618;5072;no
54;technician;single;high.school;no;yes;no;cellular;jul;wed;1615;10;42;9;nonexistent;-0.895;93.4;-36.822;2.975;5064;yes
33;retired;married;high.school;no;yes;no;cellular;jun;wed;654;10;104;5;nonexistent;-0.4;93.581;-38.921;4.015;5111;no
37;admin.;married;university.degree;no;yes;no;cellular;may;tue;605;8;50;7;nonexistent;-0.626;93.181;-37.959;4.105;5141;no
48;unemployed;single;basic.9y;no;yes;yes;cellular;jun;mon;1709;5;31;6;nonexistent;-1.718;93.283;-43.501;2.593;5142;no
67;unemployed;married;basic.4y;no;yes;yes;cellular;jun;wed;1685;6;82;8;nonexistent;-2.118;93.515;-38.8;2.848;5182;no
47;technician;married;professional.course;no;yes;no;telephone;aug;wed;924;9;176;11;nonexistent;-1.378;93.571;-43.11;2.586;5082;no
46;retired;divorced;basic.6y;no;yes;no;cellular;jun;fri;677;8;80;7;nonexistent;-1.157;93.425;-40.567;3.376;5056;no
68;admin.;married;high.school;no;no;no;cellular;jun;tue;1566;4;154;8;nonexistent;-1.83;92.891;-41.939;2.887;5185;no
64;retired;married;basic.4y;no;yes;no;telephone;jul;thu;1422;9;25;12;nonexistent;-0.033;93.743;-34.508;3.391;5114;no
56;technician;married;high.school;no;yes;no;telephone;jul;fri;1051;9;35;11;nonexistent;-0.689;93.38;-36.97;2.982;5121;no
57;housemaid;married;university.degree;no;yes;no;cellular;feb;tue;1519;6;111;6;nonexistent;-1.905;92.999;-44.754;2.219;5165;no
38;unemployed;married;professional.course;no;yes;no;cellular;jun;fri;843;9;73;5;nonexistent;-0.918;93.663;-38.098;3.669;5099;no
55;blue-collar;married;basic.6y;no;yes;no;telephone;jul;tue;1639;11;34;10;nonexistent;-0.295;93.412;-34.669;3.412;5072;yes
52;blue-collar;married;university.degree;no;yes;no;telephone;may;fri;1277;9;173;10;nonexistent;-0.649;93.42;-37.678;3.074;5120;no
56;blue-collar;married;basic.9y;no;yes;no;telephone;aug;mon;1244;6;23;12;nonexistent;-1.858;93.639;-40.305;2.305;5085;no
49;services;married;high.school;no;yes;no;telephone;aug;thu;1048;8;106;12;nonexistent;-2.095;93.791;-39.119;2.586;5074;no
41;blue-collar;married;high.school;no;yes;no;telephone;jul;thu;1425;10;91;12;nonexistent;-1.622;93.976;-36.734;2.613;5134;no
59;management;married;university.degree;no;yes;no;cellular;may;tue;1648;9;74;10;nonexistent;0.064;93.173;-37.925;3.186;5129;yes
35;housemaid;single;basic.4y;no;yes;no;cellular;mar;mon;1049;9;16;8;nonexistent;-1.773;93.906;-40.062;2.953;5066;no
51;admin.;married;high.school;no;yes;no;telephone;oct;mon;1566;8;4;10;nonexistent;-0.98;93.44;-38.664;3.307;5151;no
49;housemaid;single;basic.9y;no;yes;no;telephone;jun;mon;1200;9;182;12;nonexistent;-1.672;93.808;-40.741;2.45;5077;no
54;blue-collar;married;basic.4y;no;yes;no;telephone;jun;wed;1332;11;95;12;nonexistent;-0.74;93.654;-37.733;2.53;5110;no
52;technician;married;university.degree;no;yes;no;cellular;apr;fri;758;8;68;8;nonexistent;-1.468;93.568;-39.692;2.905;5042;no
50;management;married;high.school;no;yes;yes;cellular;jun;mon;2275;7;114;9;nonexistent;-2.096;94.525;-39.69;1.905;5071;no
72;retired;single;professional.course;no;yes;no;cellular;jun;mon;1757;6;53;7;nonexistent;-1.894;93.549;-42.869;1.95;5041;yes
46;blue-collar;married;basic.6y;no;yes;no;telephone;jul;mon;1229;8;142;14;nonexistent;-1.127;93.334;-42.161;2.87;5148;no
61;admin.;married;professional.course;no;yes;no;telephone;jul;tue;1216;11;80;13;nonexistent;-0.836;93.616;-37.869;2.526;5091;no
38;unemployed;married;professional.course;no;yes;no;cellular;jun;fri;1098;10;111;8;nonexistent;-0.845;93.607;-40.853;3.258;5101;no
50;management;married;high.school;no;no;yes;cellular;jun;tue;1768;5;83;5;nonexistent;-1.219;93.08;-42.824;3.08;5156;no
64;blue-collar;married;high.school;no;yes;no;telephone;jun;wed;1707;9;122;14;nonexistent;-0.658;93.496;-38.83;2.968;5130;yes
56;technician;married;university.degree;no;yes;no;telephone;apr;mon;1293;11;131;14;failure;-0.99;93.566;-34.985;2.909;5114;no
29;unemployed;married;professional.course;no;yes;no;cellular;apr;mon;953;9;42;6;nonexistent;-1.181;93.71;-44.227;3.193;5103;no
37;technician;single;high.school;no;yes;no;cellular;aug;mon;265;9;195;6;nonexistent;-1.139;93.389;-40.983;3.821;5066;no
39;admin.;married;high.school;no;yes;no;cellular;jun;tue;903;9;178;10;failure;-1.375;93.589;-41.997;2.875;5096;no
32;technician;married;professional.course;no;yes;no;cellular;aug;mon;419;9;20;7;nonexistent;-1.684;93.569;-38.99;3.732;5081;no
56;housemaid;married;basic.4y;no;yes;no;cellular;jun;thu;1536;7;183;7;nonexistent;-1.977;93.86;-44.571;1.854;5092;no
53;admin.;married;high.school;no;yes;no;telephone;jul;wed;1044;10;194;14;failure;-1.68;93.611;-41.965;2.143;5059;no
58;admin.;married;university.degree;no;yes;yes;cellular;jun;wed;1699;7;53;2;nonexistent;-1.023;93.57;-45.134;2.222;5080;no
72;services;married;university.degree;no;no;yes;telephone;may;tue;1768;5;154;10;nonexistent;-1.382;93.462;-39.085;2.758;5134;no
50;housemaid;married;professional.course;no;yes;no;telephone;jun;tue;1672;7;19;10;nonexistent;-1.279;93.342;-38.444;3.191;5055;yes
64;services;married;basic.4y;no;yes;no;telephone;aug;mon;1533;8;117;10;nonexistent;-0.556;93.725;-38.941;2.868;5100;no
62;technician;married;university.degree;no;yes;no;telephone;sep;mon;1237;7;124;11;nonexistent;-1.39;93.345;-38.135;3.212;5153;no
36;management;married;high.school;no;yes;no;cellular;may;mon;605;10;191;6;nonexistent;-1.117;93.613;-42.402;3.336;5037;no
45;retired;married;basic.6y;no;yes;no;cellular;jun;fri;1440;6;117;8;nonexistent;-1.593;93.606;-37.085;3.515;5137;no
68;admin.;married;high.school;no;yes;no;telephone;jun;tue;2207;10;114;12;nonexistent;-1.633;93.835;-39.866;2.213;5161;yes
58;blue-collar;married;university.degree;no;no;no;cellular;jun;tue;1985;5;33;4;nonexistent;-0.766;93.48;-40.353;3.304;5092;yes
39;retired;married;basic.4y;no;yes;no;telephone;dec;wed;1097;9;111;11;nonexistent;-1.806;93.87;-40.75;2.645;5078;no
63;services;divorced;university.degree;no;yes;no;telephone;jun;wed;1232;10;98;13;nonexistent;-1.348;93.668;-36.262;2.735;5127;no
37;technician;married;university.degree;no;yes;no;telephone;aug;thu;957;9;28;11;failure;-1.914;93.724;-39.986;2.961;5094;no
74;management;married;basic.4y;no;yes;no;telephone;jul;mon;1606;8;48;12;nonexistent;-0.571;92.501;-35.878;3.295;5086;yes
40;services;single;university.degree;no;yes;no;telephone;may;wed;1298;9;53;11;nonexistent;-1.561;93.835;-40.286;2.748;5123;no
40;unemployed;married;university.degree;no;yes;no;cellular;jul;thu;794;9;184;7;nonexistent;-0.732;93.322;-38.694;3.847;5108;no
54;management;divorced;basic.4y;no;yes;no;telephone;jul;tue;1488;11;177;16;nonexistent;-2.082;94.068;-36.527;2.04;5096;no
56;housemaid;single;basic.9y;no;yes;no;cellular;aug;fri;1477;7;63;5;nonexistent;-0.59;93.83;-40.249;2.807;5033;no
73;services;single;basic.9y;no;yes;yes;cellular;may;wed;1983;6;142;8;nonexistent;-0.866;93.664;-40.851;2.478;5121;no
47;housemaid;divorced;basic.9y;no;yes;no;telephone;may;thu;797;9;115;11;nonexistent;-1.166;93.522;-41.687;3.085;5090;no
48;admin.;married;professional.course;no;yes;no;telephone;aug;wed;1145;7;157;13;nonexistent;-2.066;93.623;-40.57;2.524;5081;no
44;blue-collar;married;basic.9y;no;yes;yes;cellular;jun;fri;2054;8;53;8;nonexistent;-1.153;94.552;-39.534;2.325;5058;no
69;blue-collar;single;university.degree;no;yes;no;telephone;sep;wed;1245;8;26;14;nonexistent;-1.097;93.322;-35.607;3.363;5187;no
52;admin.;married;university.degree;no;no;no;cellular;jun;fri;1493;5;123;5;nonexistent;-1.136;93.042;-41.037;3.308;5123;no
69;unemployed;divorced;basic.9y;no;yes;no;telephone;may;tue;1154;10;161;11;nonexistent;-0.633;93.16;-35.056;3.857;5118;yes
40;admin.;married;high.school;no;yes;no;telephone;jul;fri;1576;12;197;13;nonexistent;-1.086;93.743;-39.138;3.468;5135;yes
54;housemaid;married;high.school;no;yes;no;cellular;jun;thu;1414;9;106;7;nonexistent;-2.434;93.988;-43.115;1.858;5074;no
54;admin.;divorced;high.school;no;yes;no;telephone;may;thu;1157;11;194;13;success;-1.717;93.925;-34.548;2.567;5097;no
47;blue-collar;married;basic.9y;no;yes;no;cellular;may;mon;1184;7;73;9;nonexistent;-1.337;93.487;-40.408;3.042;5090;no
46;admin.;single;basic.6y;no;yes;no;cellular;may;tue;1081;9;19;9;nonexistent;-0.373;93.333;-38.877;3.591;5135;no
58;admin.;married;basic.4y;no;yes;yes;cellular;may;fri;2252;9;122;9;nonexistent;-1.848;93.655;-41.703;2.172;5061;yes
62;services;single;basic.4y;no;yes;no;telephone;jun;tue;1043;11;187;15;nonexistent;-1.322;93.875;-34.662;2.558;5090;no
37;management;divorced;university.degree;no;yes;no;cellular;aug;thu;1382;9;78;10;success;-1.576;93.908;-44.003;2.489;5077;no
48;retired;married;basic.9y;no;yes;no;cellular;may;fri;1193;8;131;9;success;-0.967;93.513;-38.213;2.902;5123;no
55;admin.;married;basic.4y;no;yes;no;cellular;jul;mon;1566;9;186;7;nonexistent;-0.777;93.359;-36.869;2.786;5088;yes
37;admin.;married;high.school;no;yes;no;cellular;apr;tue;926;9;149;6;nonexistent;-1.518;93.885;-38.56;3.308;5077;no
73;blue-collar;single;basic.4y;no;yes;no;telephone;jul;mon;1432;7;46;10;nonexistent;-1.258;93.068;-43.086;2.323;5135;no
28;technician;single;basic.4y;no;yes;no;cellular;aug;mon;628;8;101;5;nonexistent;-1.605;93.863;-43.768;3.254;5058;no
52;admin.;married;high.school;no;yes;no;telephone;may;thu;1139;8;168;11;failure;-1.938;93.783;-38.672;2.314;5056;no
29;unemployed;married;high.school;no;yes;no;cellular;may;mon;627;8;70;4;nonexistent;-1.213;93.499;-40.196;4.107;5084;no
72;blue-collar;single;basic.4y;no;yes;no;telephone;jun;wed;994;9;194;10;nonexistent;-1.184;93.12;-41.396;2.934;5170;no
41;blue-collar;single;high.school;no;yes;no;cellular;jul;fri;856;8;57;7;nonexistent;-0.706;93.159;-45.445;3.339;5094;no
63;technician;married;high.school;no;yes;no;cellular;jul;tue;1532;6;134;8;nonexistent;-1.062;93.354;-39.695;2.821;5115;no
65;retired;married;high.school;no;yes;no;telephone;nov;fri;1575;7;119;15;nonexistent;-1.134;93.528;-40.753;2.372;5073;yes
49;management;single;professional.course;no;yes;no;telephone;jul;tue;792;11;187;10;nonexistent;-0.941;93.535;-42.274;2.696;5030;no
54;housemaid;married;basic.9y;no;yes;no;telephone;jun;tue;1684;9;39;14;nonexistent;-0.803;93.427;-35.819;3.217;5083;yes
51;admin.;divorced;high.school;no;yes;no;telephone;aug;tue;1188;10;126;11;nonexistent;-0.652;93.546;-36.35;2.981;5132;no
38;blue-collar;married;professional.course;no;yes;no;cellular;may;mon;1129;9;69;7;nonexistent;-0.451;93.385;-42.495;3.42;5127;no
63;admin.;single;university.degree;no;yes;no;telephone;aug;thu;2053;9;74;15;success;-1.803;93.726;-40.012;1.969;5061;yes
50;technician;married;university.degree;no;yes;no;cellular;jun;wed;1161;10;52;10;nonexistent;-0.955;93.409;-39.245;2.954;5055;no
60;management;divorced;high.school;no;yes;no;telephone;may;wed;1577;9;111;10;nonexistent;-1.324;93.904;-38.678;2.594;5124;no
47;technician;married;high.school;no;yes;no;cellular;may;tue;845;9;103;9;nonexistent;-0.596;93.231;-42.353;3.128;5079;no
66;retired;married;high.school;no;yes;no;cellular;mar;thu;1412;7;38;9;nonexistent;-1.298;93.374;-40.795;2.69;5124;no
56;admin.;married;university.degree;no;yes;no;cellular;jul;mon;1482;7;71;9;nonexistent;-1.037;93.339;-41.367;2.71;5138;no
48;unemployed;single;professional.course;no;yes;no;telephone;may;thu;804;11;111;12;nonexistent;-1.802;93.784;-42.92;2.301;5018;no
59;management;married;basic.9y;no;yes;no;cellular;may;mon;1499;6;74;6;nonexistent;-1.381;92.855;-44.854;2.31;5112;no
64;admin.;married;basic.6y;no;yes;no;cellular;jun;tue;1451;7;185;7;failure;-1.733;93.498;-40.756;2.751;5136;no
48;technician;married;basic.9y;no;yes;no;cellular;may;wed;1622;10;135;9;success;-0.833;93.588;-35.459;3.089;5075;yes
44;services;married;basic.9y;no;yes;no;cellular;may;fri;810;6;36;7;nonexistent;-1.109;93.32;-42.46;3.306;5084;no
62;management;married;university.degree;no;yes;no;telephone;aug;thu;1037;8;50;13;nonexistent;-1.254;93.45;-39.702;2.427;5103;no
46;blue-collar;married;basic.9y;no;yes;no;telephone;aug;wed;1387;8;72;11;nonexistent;-1.861;93.853;-40.511;2.582;5083;yes
50;admin.;married;basic.6y;no;yes;yes;cellular;mar;fri;2446;6;40;8;nonexistent;-1.439;93.871;-38.065;3.126;5131;yes
45;technician;single;university.degree;no;yes;no;cellular;may;wed;880;7;40;8;nonexistent;-1.77;93.56;-40.642;3.053;5041;no
65;technician;single;basic.4y;no;no;yes;cellular;apr;wed;1777;5;51;8;nonexistent;-1.051;93.44;-40.922;2.67;5126;no
29;services;divorced;basic.9y;no;yes;no;cellular;may;thu;739;9;90;9;nonexistent;-1.77;93.672;-41.521;3.55;5093;no
76;housemaid;married;high.school;no;yes;yes;telephone;may;fri;1642;6;20;11;failure;-1.621;93.302;-41.695;2.331;5161;no
46;blue-collar;single;high.school;no;yes;no;telephone;may;wed;1248;10;2;12;nonexistent;-1.641;94.043;-40.678;2.176;5067;no
39;blue-collar;married;basic.9y;no;yes;no;cellular;mar;fri;1802;11;110;8;nonexistent;-1.324;94.199;-36.009;3.014;5047;yes
69;unemployed;married;high.school;no;yes;no;telephone;mar;tue;1255;8;151;13;nonexistent;-0.777;93.492;-38.271;2.939;5152;no
40;unemployed;married;basic.6y;no;yes;no;telephone;apr;fri;1448;10;81;14;nonexistent;-2.91;94.499;-38.086;1.662;5063;no
42;blue-collar;married;high.school;no;yes;no;cellular;may;tue;759;7;169;5;nonexistent;-0.682;93.368;-42.515;3.382;5076;no
46;management;married;high.school;no;yes;no;telephone;aug;wed;1212;9;185;11;nonexistent;-1.104;93.593;-40.67;2.785;5093;no
51;blue-collar;married;professional.course;no;yes;no;telephone;jul;thu;1439;8;149;11;nonexistent;-0.677;93.701;-35.893;3.486;5123;no
65;technician;married;high.school;no;yes;no;telephone;may;thu;1295;9;39;16;nonexistent;-1.752;93.551;-34.385;2.334;5098;no
62;services;married;high.school;no;no;no;cellular;may;tue;1573;5;154;8;success;-1.41;92.808;-41.891;2.969;5200;no
63;admin.;married;high.school;no;yes;no;cellular;jul;fri;1501;6;95;10;nonexistent;-2.182;93.697;-41.658;2.07;5113;no
68;technician;married;basic.4y;no;yes;no;telephone;aug;mon;1999;8;72;14;nonexistent;-1.283;93.647;-42.307;1.613;5091;yes
64;housemaid;married;basic.6y;no;yes;no;cellular;aug;mon;1213;9;51;9;nonexistent;-0.219;93.143;-37.326;3.364;5068;yes
73;technician;married;professional.course;no;yes;yes;cellular;jun;fri;1740;8;71;8;nonexistent;-0.267;93.77;-37.176;3.421;5145;no
65;management;married;basic.9y;no;yes;no;telephone;jun;thu;1228;9;21;11;nonexistent;-1.111;93.814;-36.003;3.19;5115;no
50;admin.;married;high.school;no;yes;no;telephone;jul;thu;1041;8;58;14;failure;-2.362;93.668;-39.59;2.402;5067;no
61;blue-collar;married;basic.4y;no;yes;no;cellular;aug;fri;1421;9;178;9;nonexistent;-1.039;93.533;-40.782;2.645;5113;no
44;unemployed;single;professional.course;no;yes;no;cellular;may;mon;983;7;23;8;nonexistent;-1.251;93.528;-35.813;3.181;5108;no
57;management;married;university.degree;no;yes;no;cellular;jul;mon;1169;9;77;10;nonexistent;-1.173;93.5;-37.816;2.843;5060;no
34;admin.;married;basic.9y;no;yes;no;cellular;may;fri;910;10;119;7;nonexistent;-0.694;93.55;-40.291;3.543;5126;no
65;admin.;single;high.school;no;yes;no;cellular;jun;thu;1394;7;42;9;nonexistent;-1.623;93.361;-39.86;2.497;5123;no
66;technician;married;high.school;no;yes;no;telephone;may;fri;1465;9;42;12;failure;-0.933;93.76;-36.631;3.034;5136;no
66;blue-collar;married;university.degree;no;yes;yes;cellular;jun;fri;1757;7;92;8;nonexistent;-1.265;93.717;-43.076;1.989;5100;no
42;services;married;basic.4y;no;yes;no;telephone;may;thu;1003;10;168;12;nonexistent;-1.239;93.521;-42.518;2.721;5109;no
51;admin.;married;high.school;no;yes;no;telephone;sep;thu;1147;11;155;11;nonexistent;-1.058;93.717;-36.515;2.859;5093;no
56;unemployed;married;high.school;no;yes;no;telephone;jul;tue;1237;8;96;13;nonexistent;-1.813;93.741;-39.297;2.217;5062;no
38;technician;single;basic.9y;no;yes;no;cellular;feb;mon;1041;9;148;9;success;-1.07;93.548;-39.255;3.289;5131;no
65;retired;married;basic.6y;no;yes;yes;telephone;may;thu;1961;7;190;11;failure;-1.386;93.558;-41.637;2.347;5191;no
48;management;married;basic.6y;no;yes;no;cellular;jul;thu;788;7;13;9;nonexistent;-1.361;93.316;-38.353;3.496;5096;no
64;retired;married;professional.course;no;yes;no;telephone;nov;wed;1557;7;170;14;nonexistent;-1.163;93.31;-40.189;2.529;5138;no
51;services;single;basic.4y;no;yes;no;cellular;may;mon;1411;7;127;6;nonexistent;-1.284;93.336;-41.549;3.005;5102;no
63;management;single;high.school;no;yes;no;telephone;may;mon;1406;9;66;13;nonexistent;-1.163;93.676;-38.843;2.989;5108;yes
65;housemaid;married;basic.9y;no;yes;no;cellular;jul;mon;1378;6;43;8;nonexistent;-1.321;92.971;-43.536;2.603;5133;no
60;technician;married;basic.9y;no;yes;no;cellular;jun;thu;1493;9;49;9;nonexistent;-0.78;93.81;-38.55;3.077;5121;no
